-7.402160,33.706896
-7.402091,33.706874
-7.401922,33.706743
-7.401767,33.706644
-7.401687,33.706552
-7.401535,33.706351
-7.401422,33.706061
-7.401365,33.705816
-7.401290,33.705522
-7.401189,33.704942
-7.401108,33.704470
-7.401032,33.704020
-7.400875,33.703254
-7.400721,33.702355
-7.400550,33.701462
-7.400454,33.700510
-7.400328,33.700015
-7.400305,33.699926
-7.400229,33.699599
-7.400153,33.699276
-7.400128,33.699003
-7.400086,33.698601
-7.400095,33.698197
-7.400134,33.697566
-7.400241,33.696844
-7.400392,33.696227
-7.400488,33.695848
-7.400735,33.695229
-7.401064,33.694559
-7.401415,33.693958
-7.401686,33.693566
-7.402091,33.693047
-7.402396,33.692653
-7.402862,33.692068
-7.403521,33.691237
-7.404215,33.690359
-7.404850,33.689569
-7.405528,33.688693
-7.406260,33.687761
-7.407045,33.686754
-7.407731,33.685884
-7.408242,33.685269
-7.408566,33.684927
-7.409088,33.684392
-7.409795,33.683763
-7.410033,33.683551
-7.410194,33.683478
-7.410246,33.683493
-7.410318,33.683497
-7.410401,33.683479
-7.410435,33.683463
-7.410471,33.683439
-7.410506,33.683403
-7.410538,33.683340
-7.410545,33.683295
-7.410537,33.683240
-7.410584,33.683169
-7.410651,33.683095
-7.410720,33.683036
-7.411132,33.682735
-7.411938,33.682120
-7.412516,33.681687
-7.412859,33.681433
-7.413625,33.680829
-7.413699,33.680773
-7.413944,33.680586
-7.413978,33.680588
-7.414061,33.680570
-7.414096,33.680554
-7.414131,33.680530
-7.414167,33.680494
-7.414199,33.680431
-7.414205,33.680386
-7.414376,33.680242
-7.415513,33.679351
-7.415611,33.679275
-7.415799,33.679130
-7.417018,33.678190
-7.417540,33.677784
-7.418264,33.677359
-7.418946,33.677004
-7.419708,33.676675
-7.420439,33.676427
-7.421407,33.676120
-7.422844,33.675685
-7.424867,33.675088
-7.425053,33.675033
-7.426041,33.674776
-7.426563,33.674610
-7.427418,33.674293
-7.427569,33.674248
-7.427621,33.674255
-7.427695,33.674246
-7.427725,33.674233
-7.427761,33.674217
-7.427824,33.674149
-7.427842,33.674089
-7.427830,33.674016
-7.427792,33.673962
-7.427768,33.673945
-7.427783,33.673761
-7.427867,33.673507
-7.428655,33.672825
-7.429181,33.672325
-7.429401,33.672048
-7.430373,33.670827
-7.431995,33.668812
-7.433394,33.667190
-7.434304,33.665940
-7.434999,33.665054
-7.435497,33.664304
-7.436235,33.663075
-7.437222,33.661632
-7.438381,33.660132
-7.439934,33.658082
-7.440715,33.656703
-7.442045,33.654281
-7.442938,33.652602
-7.443505,33.651573
-7.443796,33.650837
-7.444269,33.649408
-7.444681,33.648058
-7.445076,33.646837
-7.445419,33.645565
-7.446655,33.642978
-7.446912,33.642264
-7.447658,33.640666
-7.447711,33.640584
-7.448114,33.639805
-7.448414,33.639240
-7.448610,33.638723
-7.448661,33.638586
-7.448744,33.638368
-7.448800,33.638218
-7.449127,33.637154
-7.449443,33.636363
-7.449530,33.636146
-7.449594,33.635957
-7.449707,33.635808
-7.449779,33.635730
-7.449869,33.635566
-7.449902,33.635543
-7.450139,33.635289
-7.450420,33.635209
-7.450604,33.635179
-7.450823,33.635203
-7.450877,33.635210
-7.450898,33.635213
-7.450973,33.635201
-7.451059,33.635150
-7.451098,33.635096
-7.451111,33.635050
-7.451106,33.634987
-7.451078,33.634933
-7.451201,33.634647
-7.451532,33.634363
-7.451814,33.634014
-7.452018,33.633737
-7.452145,33.633459
-7.452173,33.633290
-7.452220,33.633066
-7.452252,33.632905
-7.452257,33.632656
-7.452154,33.632132
-7.451953,33.631571
-7.451679,33.630773
-7.451583,33.630440
-7.451509,33.630193
-7.451443,33.629733
-7.451455,33.629402
-7.451471,33.629135
-7.451502,33.628757
-7.451637,33.628215
-7.451724,33.627891
-7.452000,33.627375
-7.452270,33.626969
-7.453589,33.625282
-7.454888,33.623638
-7.455289,33.623047
-7.455636,33.622429
-7.455954,33.621870
-7.456457,33.621014
-7.456899,33.620234
-7.457997,33.618520
-7.458568,33.617639
-7.459120,33.616848
-7.459705,33.616016
-7.460499,33.615046
-7.461247,33.614100
-7.462566,33.612550
-7.462723,33.612335
-7.464002,33.610729
-7.464478,33.610156
-7.464854,33.609645
-7.465295,33.608981
-7.465746,33.608289
-7.466083,33.607656
-7.466320,33.607222
-7.466504,33.606827
-7.466841,33.605964
-7.467098,33.605181
-7.467324,33.604472
-7.467514,33.603835
-7.468093,33.601930
-7.468360,33.601042
-7.468665,33.600229
-7.468802,33.599954
-7.469076,33.599411
-7.469120,33.599321
-7.469426,33.598665
-7.469556,33.598373
-7.470390,33.596766
-7.471287,33.594990
-7.471750,33.594062
-7.472236,33.593089
-7.472606,33.592241
-7.472895,33.591497
-7.473419,33.590332
-7.474049,33.589067
-7.474174,33.588816
-7.474753,33.587765
-7.474935,33.587435
-7.475580,33.586287
-7.475791,33.585863
-7.476014,33.585340
-7.476282,33.584660
-7.476567,33.583937
-7.476805,33.583352
-7.477015,33.582874
-7.477267,33.582414
-7.477320,33.582330
-7.477513,33.582023
-7.478332,33.580841
-7.478808,33.580156
-7.479167,33.579628
-7.479605,33.578945
-7.479843,33.578471
-7.480045,33.577976
-7.480560,33.576739
-7.480989,33.575702
-7.481440,33.574518
-7.481749,33.573482
-7.482238,33.571899
-7.482577,33.570782
-7.483024,33.569314
-7.483175,33.568820
-7.483617,33.567381
-7.484062,33.565785
-7.484275,33.565078
-7.484379,33.564746
-7.484509,33.564493
-7.484873,33.563810
-7.484887,33.563759
-7.484982,33.563567
-7.485019,33.563486
-7.485096,33.563318
-7.485118,33.563271
-7.485287,33.562881
-7.485605,33.561601
-7.485901,33.560360
-7.486221,33.558761
-7.486323,33.558540
-7.486393,33.558309
-7.486435,33.558308
-7.486515,33.558274
-7.486563,33.558226
-7.486586,33.558171
-7.486586,33.558116
-7.486563,33.558060
-7.486495,33.557884
-7.486506,33.557437
-7.487056,33.555392
-7.487092,33.555256
-7.487113,33.555179
-7.487278,33.554714
-7.487659,33.553638
-7.487676,33.553588
-7.488766,33.551467
-7.488846,33.551361
-7.490059,33.549689
-7.491138,33.548454
-7.491826,33.547665
-7.491933,33.547543
-7.492698,33.546571
-7.493283,33.545324
-7.493700,33.544194
-7.493929,33.542703
-7.493966,33.541832
-7.494246,33.535116
-7.494299,33.533833
-7.494344,33.532266
-7.494421,33.529546
-7.494457,33.528982
-7.494722,33.523499
-7.494794,33.522014
-7.494924,33.520948
-7.496727,33.514298
-7.497590,33.511743
-7.497738,33.511284
-7.498046,33.510575
-7.499002,33.508853
-7.500916,33.504997
-7.503250,33.500342
-7.504897,33.497848
-7.505031,33.497678
-7.506195,33.495783
-7.507548,33.493706
-7.508110,33.492638
-7.509323,33.489685
-7.509567,33.488692
-7.509673,33.488346
-7.509966,33.486585
-7.510340,33.484619
-7.510560,33.483376
-7.510736,33.481944
-7.510970,33.479469
-7.511192,33.476856
-7.511369,33.475923
-7.511686,33.474643
-7.512188,33.472652
-7.512552,33.471588
-7.513431,33.469102
-7.514070,33.467287
-7.514594,33.465726
-7.514694,33.465426
-7.514866,33.464812
-7.515169,33.464232
-7.515788,33.463141
-7.516173,33.462564
-7.516273,33.462573
-7.516369,33.462543
-7.516415,33.462509
-7.516461,33.462436
-7.516467,33.462365
-7.516457,33.462328
-7.516435,33.462289
-7.516701,33.462026
-7.517162,33.461542
-7.518459,33.460276
-7.519254,33.459497
